userName,reviews,score,thumbsUpCount,reviewCreatedVersion,at,sentiment,noun,dominant_topic,confidence,dominant_topic_theme
Susi Salim,mengganggu mencari rumah sakit google bagaimana diok dispin diinstal diok muncul mengganggu cari dasar sopan,1,0,3.3.4,2016-05-30 06:35:09,Negative,"['mengganggu', 'mencari', 'rumah', 'sakit', 'google', 'diok', 'dispin', 'diok', 'muncul', 'mengganggu', 'cari', 'dasar', 'sopan']",0,0.04545715120687901,barang
master AOD,installed getting force close,1,1,3.3.4,2016-05-30 00:20:58,Negative,"['installed', 'getting', 'force', 'close']",6,0.9756064940714874,akun
Mas Nung,verifikasi pembayaran transfer bank sejagat dibanding online shop balasan email costumer service sejagat,1,0,3.3.4,2016-05-29 09:59:58,Negative,"['verifikasi', 'pembayaran', 'transfer', 'bank', 'sejagat', 'dibanding', 'online', 'shop', 'costumer', 'service', 'sejagat']",4,0.21956942677311733,order
Scudeto Herdiyansah,barang sesuai order pesan power bank robot pengirimnya kantor jarum super kacau,1,2,3.3.4,2016-05-29 09:25:50,Negative,"['barang', 'sesuai', 'order', 'power', 'bank', 'robot', 'kantor', 'jarum', 'super', 'kacau']",4,0.05459930212429547,order
Obar Prasetyo,aplikasinya harga barang kalah bersaing toko pelanggan toko murah toko pindah,2,0,3.3.4,2016-05-29 01:46:50,Negative,"['aplikasinya', 'harga', 'barang', 'kalah', 'bersaing', 'toko', 'pelanggan', 'murah', 'toko', 'pindah']",5,0.5653556939212804,ongkir
Luke Pramudita,force close,1,0,3.3.4,2016-05-28 20:42:19,Negative,"['force', 'close']",6,0.9523751751421609,akun
teddy kusnandar,batalkan,1,0,3.3.4,2016-05-27 18:27:13,Negative,['batalkan'],3,0.9090641149492358,pembayaran
ahjctb xunch,promo,1,0,missing,2016-05-27 13:30:35,Negative,['promo'],3,0.909078139130889,pembayaran
vALLen,barangnya jorok,2,1,3.3.4,2016-05-27 12:20:33,Negative,"['barangnya', 'jorok']",5,0.9523647237926048,ongkir
Ahmad Rifai,konfirmasi pembelian,1,0,3.3.4,2016-05-26 11:50:24,Negative,"['konfirmasi', 'pembelian']",6,0.9523495067413983,akun
Farizi,mencet produknya keluar home,1,0,3.3.4,2016-05-25 19:45:00,Negative,"['mencet', 'produknya', 'home']",1,0.9677311192532164,kredit
Iona davina Eneas,application helpful everytime choose produk message stopped annoying,1,54,3.3.4,2016-05-25 10:17:49,Negative,"['application', 'message', 'stopped', 'annoying']",6,0.9755934715556248,akun
Rizky Aqew,beli barang klik gambarnya aplikasinya crash efeknya cari ulang barangnya belanja pakai blinli stars,1,0,3.3.4,2016-05-25 00:59:39,Negative,"['beli', 'barang', 'klik', 'aplikasinya', 'crash', 'efeknya', 'cari', 'barangnya', 'belanja', 'pakai', 'blinli', 'stars']",0,0.23939781475427113,barang
Bodro Wibowo,autoclose,2,0,missing,2016-05-24 20:14:47,Negative,['autoclose'],2,0.9090909058513913,pencarian
saniwati salim,bayar step menu utama transaksi gal omset turun,1,0,3.3.4,2016-05-24 19:58:38,Negative,"['step', 'menu', 'gal', 'omset', 'turun']",1,0.3275682201741263,kredit
Rahadian Wibisono,bantu mending webnya improve,1,0,3.3.4,2016-05-23 13:40:56,Negative,"['bantu', 'mending', 'webnya']",1,0.9677279113858884,kredit
Theodorus,eror katagori bantuan lihat produk menggangu,1,2,3.3.4,2016-05-22 22:04:04,Negative,"['eror', 'katagori', 'produk', 'menggangu']",0,0.2641083125865941,barang
demitria dini ariyani,beli masker rambut datang sampo head shoulders biji seenak jidat kirim barang pakai kardus dikirim parah beli online apes,1,0,3.3.4,2016-05-20 16:01:44,Negative,"['masker', 'rambut', 'head', 'shoulders', 'biji', 'jidat', 'kirim', 'barang', 'pakai', 'kardus', 'parah', 'online', 'apes']",6,0.48365574553496915,akun
Itha Paramitha,blibi pembayaran keren,1,3,3.3.4,2016-05-20 01:36:02,Negative,"['blibi', 'pembayaran', 'keren']",1,0.36451199671879553,kredit
suhan mmoon,install jalankan terhenti dibuka,1,1,3.3.4,2016-05-19 03:25:16,Negative,"['install', 'jalankan', 'terhenti', 'dibuka']",7,0.6451602203829264,app performance
Kartim Atim,mencoba aplikasi,1,1,3.3.4,2016-05-18 15:16:39,Negative,"['mencoba', 'aplikasi']",9,0.9523607021728958,error
Mary Angela,cash ctree,1,1,3.3.4,2016-05-18 12:40:34,Negative,"['cash', 'ctree']",3,3.402313018144055e-05,pembayaran
raja agustinus,kebuka aplikasinya,1,1,3.3.4,2016-05-17 21:07:58,Negative,"['kebuka', 'aplikasinya']",7,0.9523743615879797,app performance
ikhsan rahman,force closenya annoying,2,0,3.3.4,2016-05-17 21:05:12,Negative,"['force', 'closenya', 'annoying']",6,0.9677250822556821,akun
Brando,force close annoying please developer tim needs improvement soon terima kasih,2,20,3.3.4,2016-05-17 19:10:54,Negative,"['force', 'annoying', 'please', 'developer', 'tim', 'needs', 'improvement', 'terima', 'kasih']",8,0.5522449940502836,iklan
Wilson Setiawan,pengguna samsung connect internet membuka program gal tulisannya koneksi server bermasalah tolong diperbaiki,1,0,3.3.4,2016-05-16 22:27:26,Negative,"['pengguna', 'samsung', 'connect', 'membuka', 'program', 'gal', 'tulisannya', 'koneksi', 'server', 'bermasalah', 'diperbaiki']",7,0.7291120315043498,app performance
Zaki Jey,enggak ketemu laptop samsung,1,1,3.3.4,2016-05-15 19:09:46,Negative,['samsung'],2,0.9090856013928437,pencarian
Christian Adi Chandra,stop need improve,1,1,3.3.4,2016-05-15 15:53:24,Negative,['need'],7,0.9090318866913781,app performance
Farmudhan,koin,2,0,missing,2016-05-15 13:06:10,Negative,['koin'],4,0.9090909081859837,order
Robert Wars,ampun errornya,1,1,3.3.4,2016-05-15 11:36:29,Negative,"['ampun', 'errornya']",7,0.9523606645495364,app performance
dzilikram25,aplikasi labil update,2,2,3.3.4,2016-05-15 07:37:38,Negative,"['aplikasi', 'labil', 'update']",8,0.4471546468876627,iklan
Ahmad Dani,mengganggu browsing produk,2,0,missing,2016-05-15 05:57:00,Negative,"['mengganggu', 'browsing', 'produk']",8,0.9677144774430901,iklan
Dino Matio,poor customer service attitude,1,1,3.3.4,2016-05-14 17:46:18,Negative,"['customer', 'service', 'attitude']",4,0.3570801576712821,order
official 57,pengiriman sampai sekarang pesan tunggu pengambilan kurir barusan email pengiriman tanggal dikirim kendala tolong peraturan merchant pengiriman secepat kayak toko konsumen menunggu,1,0,3.3.3,2016-05-14 15:15:18,Negative,"['pengiriman', 'pesan', 'pengambilan', 'kurir', 'pengiriman', 'kendala', 'tolong', 'peraturan', 'merchant', 'pengiriman', 'secepat', 'konsumen', 'menunggu']",4,0.6661908622952424,order
Talitha Puspa,pengiriman let susah follow karena mnghubungi merchant transaksi semuanya mngecewakan exactly recommended,1,1,3.3.3,2016-05-13 14:07:19,Negative,"['merchant', 'transaksi', 'mngecewakan', 'recommended']",4,0.5552570460694183,order
Syukur Yadi,barang tampilan aplikasi update sekarang review tampilan aplikasi april belanja barangnya barang tolong perbaiki merusak kenyaman pelanggan,1,0,3.3.3,2016-05-13 09:32:23,Negative,"['barang', 'tampilan', 'review', 'tampilan', 'belanja', 'barangnya', 'barang', 'perbaiki', 'merusak', 'kenyaman', 'pelanggan']",0,0.21949148390729778,barang
ALPIN HS,pakai aplikasi beli tiket badminton tiket online ribet tiket badminton seminggu disun acak mestinya berutan urutan kelasnya bayar digabung cerdik beli barang transaksi credit card dicharges barang mahal kirim email konfirmasi kupon mestinya attachment email print kupon print scan barcode android,1,0,3.3.3,2016-05-12 23:41:48,Negative,"['pakai', 'aplikasi', 'beli', 'tiket', 'badminton', 'tiket', 'online', 'ribet', 'tiket', 'badminton', 'seminggu', 'disun', 'acak', 'mestinya', 'berutan', 'kelasnya', 'bayar', 'digabung', 'cerdik', 'beli', 'barang', 'transaksi', 'credit', 'card', 'dicharges', 'barang', 'email', 'konfirmasi', 'kupon', 'email', 'print', 'kupon', 'print', 'barcode', 'android']",4,0.9044735100285117,order
Muhammad Taufan Qohar,bagaimana belanja,1,0,3.3.3,2016-05-12 21:41:43,Negative,['belanja'],3,0.9090381693247619,pembayaran
Lee Mr,buka aplikasi error data ditemukan,1,0,3.3.3,2016-05-10 19:29:02,Negative,"['buka', 'aplikasi', 'error', 'data', 'ditemukan']",6,0.3233595784693825,akun
Edwinsyah,open wifi connection,1,0,3.3.3,2016-05-10 16:46:14,Negative,"['wifi', 'connection']",2,2.647684052578334e-05,pencarian
trias prasetya,better version srsly bother sombong gunanya kayak begini mengapai keep uninstalled,1,2,3.3.3,2016-05-09 20:47:14,Negative,"['version', 'gunanya', 'mengapai']",3,0.2572432798777646,pembayaran
herman asen,aplikasi belanja masuk kekranjang weslist data keranjang kosong bagaimana beli suruh login order barang sudha pesan hilang muncul dikeranjang pesan bagaimana,1,0,3.3.3,2016-05-06 11:24:36,Negative,"['aplikasi', 'belanja', 'masuk', 'kekranjang', 'data', 'keranjang', 'suruh', 'login', 'order', 'barang', 'sudha', 'pesan', 'hilang', 'muncul', 'dikeranjang', 'pesan']",0,0.21889182440464822,barang
bpjs widuri1,responding aplikasi,2,0,3.3.3,2016-05-02 04:22:37,Negative,"['responding', 'aplikasi']",8,0.9523658206577974,iklan
Abu Muhammad Daffa Athaya,tunggu pesan belanja enggak sampai enggak,1,0,3.3.3,2016-04-30 21:28:24,Negative,"['tunggu', 'pesan', 'belanja']",0,0.9677346123489805,barang
Mas Muhammad,buka detail gambar responding,2,0,3.3.3,2016-04-30 14:18:52,Negative,"['buka', 'detail', 'gambar', 'responding']",8,0.0900216797527206,iklan
RAW Gamer,much real time loading,2,0,missing,2016-04-29 10:24:14,Negative,"['time', 'loading']",6,0.9523557299264134,akun
Rizanoor Huda,version contain error please,2,0,3.3.3,2016-04-27 14:30:12,Negative,"['version', 'contain', 'error', 'please']",7,0.00012398407634124252,app performance
nico victoria indra,belanja menunggu sabar harga bersaing software update pedulikan orang sulit update software dipakai update rugi menyusahkan customers,2,1,3.3.3,2016-04-26 05:02:50,Negative,"['belanja', 'menunggu', 'sabar', 'harga', 'bersaing', 'software', 'pedulikan', 'orang', 'sulit', 'software', 'dipakai', 'rugi', 'menyusahkan', 'customers']",7,0.40171801905899884,app performance
KM Chenel,beli menyalakan muncul iklan suruh unduh muncul iklan terus mengganggu bagaimana menghilangkan iklan masak produk bawain iklan,1,0,3.3.3,2016-04-24 06:39:04,Negative,"['menyalakan', 'muncul', 'iklan', 'suruh', 'muncul', 'iklan', 'mengganggu', 'menghilangkan', 'iklan', 'masak', 'produk', 'bawain', 'iklan']",8,0.6831205208451153,iklan
Azarya G,konten terbaru harus logout terus login buka sabtu menongolnya kamis ganteng kasih fitur refresh,1,1,3.3.3,2016-04-23 09:32:00,Negative,"['terbaru', 'login', 'buka', 'sabtu', 'menongolnya', 'kamis', 'ganteng', 'kasih', 'fitur', 'refresh']",1,0.24733443885991985,kredit
agoez noegroho,cobo dsit,2,0,missing,2016-04-22 18:08:17,Negative,"['cobo', 'dsit']",6,0.9523809506454146,akun
Andrew Daud Hutahaean,banya update lihat promo terpaksa buka,1,2,3.3.3,2016-04-22 06:19:04,Negative,"['banya', 'update', 'lihat', 'promo', 'terpaksa', 'buka']",9,0.5937065841297658,error
bayu septoaji,can't find anything blank screen loading edit rate,2,0,3.3.3,2016-04-22 00:26:42,Negative,"['anything', 'screen', 'loading', 'edit', 'rate']",6,0.9803760411148398,akun
Wenddy Steven,promo bcaklikpay kemarin ditunggu jamnya sampai transaksi keterusan,1,0,3.3.3,2016-04-21 11:09:36,Negative,"['promo', 'bcaklikpay', 'kemarin', 'ditunggu', 'jamnya', 'transaksi', 'keterusan']",5,0.2565989686770596,ongkir
YANTO LIN,promo beli hang update habis update beli kendala server dinaikkan promo,1,0,3.3.3,2016-04-21 10:10:02,Negative,"['promo', 'beli', 'hang', 'habis', 'beli', 'kendala', 'server', 'dinaikkan', 'promo']",9,0.526460603710723,error
dina na,task list sudah pilih barang sengaja home screen memilih halaman,1,0,3.3.3,2016-04-20 21:54:25,Negative,"['task', 'list', 'pilih', 'barang', 'sengaja', 'home', 'screen', 'memilih', 'halaman']",8,0.4073941510825757,iklan
HAP CM,sinyal stabil pakai wifi cari hitam muncul cepat pilihan hitam klik salah hitam cuma loading update tetap perubahan,1,0,3.3.3,2016-04-20 21:24:35,Negative,"['stabil', 'pakai', 'wifi', 'cari', 'hitam', 'muncul', 'cepat', 'pilihan', 'hitam', 'klik', 'salah', 'hitam', 'loading', 'perubahan']",6,0.2972484326616541,akun
Mr. CHA.13,crash setelah diupdate beli,1,0,3.3.3,2016-04-20 05:03:58,Negative,"['crash', 'diupdate', 'beli']",6,0.5724995659086223,akun
Christina Harianja,dikenalin aplikasi teman belanja tertarik asyik memilih belanjaan aplikasi stopped home nyaman mohon diperbaiki terima kasih,2,0,3.3.3,2016-04-19 15:37:23,Negative,"['dikenalin', 'aplikasi', 'teman', 'belanja', 'tertarik', 'asyik', 'memilih', 'belanjaan', 'aplikasi', 'stopped', 'home', 'nyaman', 'mohon', 'diperbaiki', 'terima', 'kasih']",6,0.07667518805085387,akun
Deddy Supangat,buka page produk loading terbuka,1,1,3.3.3,2016-04-17 10:19:12,Negative,"['buka', 'page', 'produk', 'loading', 'terbuka']",9,0.707769193783987,error
Anugrah Rasisputra,enggak bisa masuk server sibuk,1,0,3.3.3,2016-04-17 08:23:52,Negative,"['masuk', 'server', 'sibuk']",9,0.6694378344605644,error
Anthony Agustinus,note cannot install,1,0,missing,2016-04-17 00:51:38,Negative,"['note', 'cannot', 'install']",7,0.967703778472879,app performance
ian abdrr,install android asus model asus zooad android,1,0,missing,2016-04-17 00:08:28,Negative,"['install', 'asus', 'model', 'asus', 'zooad', 'android']",7,0.9836055218553772,app performance
Tedy Lado,kasih pesan email passwordnya salah reset passwordnya pesan catan akun instal mohon,2,0,3.3.3,2016-04-16 19:45:10,Negative,"['kasih', 'email', 'passwordnya', 'salah', 'catan', 'akun', 'mohon']",6,0.9859059573268827,akun
Hamidin Nur,bagaimana aktivasi kirim email pakai aktivasi link aktivasi email klik,1,0,3.3.3,2016-04-16 17:39:39,Negative,"['aktivasi', 'email', 'pakai', 'aktivasi', 'link', 'email', 'klik']",6,0.4462715340613742,akun
Ghana,load gambarnya nyaman,1,1,3.3.3,2016-04-15 13:22:23,Negative,"['load', 'gambarnya', 'nyaman']",2,0.222235402176526,pencarian
Edwin Martinus,vouchernya dipakai aplikasinyya kerjanya spam,1,0,2.0.1,2016-04-14 13:15:58,Negative,"['vouchernya', 'dipakai', 'aplikasinyya', 'kerjanya', 'spam']",3,0.12912160239838208,pembayaran
kurni adi,parah loading produknya lambat sampai crash,1,0,3.3.3,2016-04-13 11:55:37,Negative,"['parah', 'loading', 'lambat', 'crash']",6,0.12144927431876387,akun
Chandra Christiawan,merchant blibli market place bertanggung kesalahan harga transaksi uang ditranfer merchant pembatalan salah memasuki harga konsumen dirugikan ditipu,1,29,3.3.3,2016-04-11 15:45:46,Negative,"['merchant', 'market', 'place', 'bertanggung', 'kesalahan', 'harga', 'transaksi', 'ditranfer', 'merchant', 'pembatalan', 'salah', 'memasuki', 'harga', 'konsumen', 'dirugikan', 'ditipu']",4,0.5849377217068196,order
Yudi Rulim,harga produk kemahalan,1,1,3.3.3,2016-04-11 07:43:12,Negative,"['harga', 'produk', 'kemahalan']",0,0.4233541862187774,barang
Michael Ong,promosi menarik,2,0,3.3.2,2016-04-09 10:01:02,Negative,"['promosi', 'menarik']",1,9.262064219423304e-06,kredit
fredy setiawan,comer,2,2,3.3.3,2016-04-08 13:20:50,Negative,['comer'],2,0.9090909058513913,pencarian
Untaki Untaki,update muncul tulisan koneksi bermasalah tolong perbaiki,1,0,missing,2016-04-08 02:10:30,Negative,"['muncul', 'koneksi', 'bermasalah', 'perbaiki']",6,0.3744868718757802,akun
Kalin Ratna Dewi,pilih hitam bayar pakai klik kupon server error kuota klik habis,1,14,3.3.3,2016-04-07 12:47:44,Negative,"['pilih', 'hitam', 'bayar', 'pakai', 'klik', 'kupon', 'server', 'error', 'kuota', 'klik', 'habis']",9,0.18923169284396474,error
محمد عزم رفيع الله,even open produk want takes long time close,2,15,3.3.3,2016-04-07 10:02:37,Negative,"['produk', 'want', 'takes', 'time']",2,0.9756034723460492,pencarian
muchtar arifin,pakai transaksi pembayaran pakai uang aplikasi tup sebentar lihat dibuka transaksi hilang,1,2,3.3.2,2016-04-06 03:59:51,Negative,"['pakai', 'transaksi', 'pembayaran', 'pakai', 'tup', 'sebentar', 'lihat', 'dibuka', 'transaksi', 'hilang']",3,0.5262663967454317,pembayaran
Apip,waktu force close,1,2,3.3.2,2016-04-05 21:43:33,Negative,"['force', 'close']",6,0.9523751751421609,akun
Abdul Jaelani,puas kirim pulsa sudah enggak bisa minggu enggak bisa transakso beli pulsa dibli,1,0,3.3.2,2016-04-05 19:16:02,Negative,"['puas', 'minggu', 'transakso', 'beli', 'pulsa', 'dibli']",4,0.5554801493130905,order
sigit rustanto,aplikasi lambat loading pesan jaringan tertarik free ongkirnya belanja perdana tanggal maret bayar tanggal maret transfer internet banking tanggal maret pengalaman online shop sehari verified,2,3,3.3.2,2016-04-05 17:45:43,Negative,"['aplikasi', 'lambat', 'loading', 'ongkirnya', 'belanja', 'tanggal', 'maret', 'bayar', 'tanggal', 'maret', 'transfer', 'internet', 'banking', 'tanggal', 'maret', 'pengalaman', 'online', 'shop', 'sehari', 'verified']",4,0.3923481145913986,order
Sugih Abady,belanja line bersamaan lazada settle pengiriman pakai,1,1,3.3.2,2016-04-05 10:01:25,Negative,"['belanja', 'line', 'pengiriman', 'pakai']",4,0.47179658632916466,order
chuangK,status terkirim resi tracking konfirmasi butuh sehari mohon perbaiki service,2,5,3.3.2,2016-04-04 23:37:12,Negative,"['status', 'resi', 'tracking', 'konfirmasi', 'mohon', 'perbaiki', 'service']",4,0.5812992159325361,order
Ahmad Fahmi,update tampilan barang dipilih muncul browser perbaiki,1,2,3.3.2,2016-04-04 21:08:57,Negative,"['tampilan', 'barang', 'browser', 'perbaiki']",9,0.31571641056804395,error
satria pearl,order maret april mohon perbaiki komunikasi kurir barang diorder terima kasih,1,1,3.3.2,2016-04-04 15:43:22,Negative,"['order', 'maret', 'april', 'perbaiki', 'komunikasi', 'kurir', 'barang', 'diorder', 'terima', 'kasih']",4,0.6680566468815434,order
Jeffry Zhang,aplikasi error dongkol memakai sistem kerja,1,0,3.3.2,2016-04-04 14:58:37,Negative,"['error', 'dongkol', 'memakai', 'sistem', 'kerja']",3,0.6606155958152341,pembayaran
Yo Mamen,aplikasi error,1,1,3.3.2,2016-04-04 00:16:23,Negative,"['aplikasi', 'error']",8,7.246012531774625e-05,iklan
Robby Depok,pengiriman barang status order pickup kurir proses pengiriman resi muncul live chat seller perbaiki kalah toko,2,0,3.3.2,2016-04-03 09:14:52,Negative,"['pengiriman', 'barang', 'status', 'order', 'pickup', 'kurir', 'proses', 'muncul', 'live', 'chat', 'seller', 'perbaiki', 'kalah', 'toko']",4,0.8110551541974965,order
Rizky Iskandar,loading produknya parah tampil produknya,2,6,3.3.2,2016-04-03 01:17:05,Negative,"['loading', 'produknya', 'parah', 'tampil', 'produknya']",9,0.30465360169502737,error
Tan Santo,tunggu loading menit belum selesai loadingnya,1,0,3.3.2,2016-04-01 04:54:54,Negative,"['tunggu', 'loading', 'menit', 'selesai', 'loadingnya']",6,0.4485461931865676,akun
Firman Setiawan,pembayaran pakai metode cilan tertagih penuh info bentuk cilan belanja,1,0,3.3.2,2016-03-31 19:02:34,Negative,"['pembayaran', 'pakai', 'metode', 'cilan', 'tertagih', 'penuh', 'info', 'bentuk', 'cilan', 'belanja']",1,0.18307520319803444,kredit
asep wyzm,barang bantu customer care bantu membantu,1,2,3.3.2,2016-03-31 13:11:12,Negative,"['barang', 'bantu', 'customer', 'care', 'bantu', 'membantu']",4,0.9836020907505146,order
Grace Sally,belanja aplikasinya error customer belanja nyaman cepat harap diperbaiki sistem aplikasinya terima kasih,2,5,3.3.2,2016-03-30 16:03:02,Negative,"['belanja', 'aplikasinya', 'error', 'customer', 'belanja', 'cepat', 'harap', 'diperbaiki', 'sistem', 'terima', 'kasih']",0,0.1559747940018882,barang
Salamun Rinaldy,wishlist logout bandwidth server bermasalah event khus,2,0,3.3.2,2016-03-30 11:29:57,Negative,"['wishlist', 'logout', 'bandwidth', 'server', 'bermasalah', 'event', 'khus']",7,0.33566559470790985,app performance
Johannes Danang,barang muncul akses websitenya,1,0,3.3.2,2016-03-30 04:38:06,Negative,"['barang', 'muncul', 'akses', 'websitenya']",0,0.48974537788656847,barang
Muhammad Salman,pesan selasa pesan proses,1,0,missing,2016-03-29 07:29:05,Negative,"['selasa', 'pesan', 'proses']",4,0.9677253609112696,order
Fifit Hasdiansa,pakai pilih pengiriman priority package pengiriman sabtu minggu libur,1,0,3.3.2,2016-03-27 22:26:26,Negative,"['pakai', 'pilih', 'pengiriman', 'priority', 'package', 'sabtu', 'minggu', 'libur']",4,0.5917581065241624,order
Ridho Jaya,program shoping akses contact,1,0,missing,2016-03-27 18:28:11,Negative,"['program', 'shoping', 'akses', 'contact']",7,0.4650417656054521,app performance
sobat yogya,mengira cuma commerce loading barang dipilih tampilnya gunanya install apps user friendly akses chrome sampah apps,1,2,3.3.2,2016-03-27 15:30:17,Negative,"['commerce', 'loading', 'barang', 'dipilih', 'tampilnya', 'gunanya', 'install', 'apps', 'akses', 'sampah', 'apps']",7,0.7153215386201386,app performance
Rio Rubiarjo,filter merek muncul sesuai filter please pencarian produk mudah,2,0,missing,2016-03-27 08:26:38,Negative,"['filter', 'merek', 'muncul', 'sesuai', 'filter', 'please', 'produk', 'mudah']",2,0.281098658521108,pencarian
Akang Aworm,uninstall tolong perbaiki,1,0,3.3.1,2016-03-24 09:20:06,Negative,"['tolong', 'perbaiki']",9,0.952359524677674,error
Rania Fauzia,lemot error memesan garnier sakura serum februari datang,1,0,3.3.2,2016-03-23 17:59:55,Negative,"['error', 'memesan', 'garnier', 'sakura', 'serum', 'februari']",7,0.9836043906929461,app performance
aan sabil,buka detail produk kategori koneksi normal buka lancar,1,0,3.3.2,2016-03-22 00:39:10,Negative,"['buka', 'detail', 'produk', 'buka', 'lancar']",9,0.9803885494451402,error
Setia Seni Tradisional Indonesia,niat jualan,1,0,missing,2016-03-22 00:26:15,Negative,"['niat', 'jualan']",1,0.9523655534307611,kredit
Jong Ta Tv,harga mahal toko mahal produsen produknya,1,0,3.3.2,2016-03-21 03:56:13,Negative,"['harga', 'mahal', 'toko', 'mahal', 'produsen', 'produknya']",5,0.7154215853563206,ongkir
Muhammad Rizki,update muncul koneksi server bermasalah menu apapun,1,0,3.3.2,2016-03-20 07:03:09,Negative,"['muncul', 'koneksi', 'server', 'bermasalah', 'menu', 'apapun']",6,0.22976626840277603,akun
Hernandi Nugrahadi,cari barang muncul buble icon ganggu diclose salah klik buka dihilangin icon muncul,1,0,missing,2016-03-19 11:41:12,Negative,"['cari', 'barang', 'muncul', 'icon', 'ganggu', 'salah', 'klik', 'buka', 'dihilangin', 'icon', 'muncul']",0,0.36885263241412725,barang
gautam Nihalani,respon koneksi server error,1,0,3.3.2,2016-03-19 11:30:11,Negative,"['respon', 'koneksi', 'server', 'error']",7,0.6451638811825089,app performance
Ebed Kharistian,buka produk,2,0,missing,2016-03-18 14:47:44,Negative,"['buka', 'produk']",9,0.9523606188606887,error
Suci Zara,lihat barang error,1,0,missing,2016-03-17 11:45:16,Negative,"['barang', 'error']",7,2.8397421704861507e-05,app performance
romi adriansyah,minggu barang proses pengiriman resinya tanggapan hati membeli barang,1,3,3.3.2,2016-03-16 20:39:02,Negative,"['minggu', 'barang', 'proses', 'resinya', 'tanggapan', 'hati', 'membeli', 'barang']",4,0.9876508785488359,order
Muhammad Ircham,uninstall lihat barang,1,0,3.3.2,2016-03-14 23:16:13,Negative,"['lihat', 'barang']",9,0.37349091585254424,error
Iin Margaretha,moho diperbaiki mati lihat barang,2,0,3.3.2,2016-03-14 11:37:42,Negative,"['moho', 'diperbaiki', 'mati', 'lihat', 'barang']",9,0.9803823013808767,error
steve blow,crash time,1,0,3.3.2,2016-03-13 23:55:55,Negative,"['crash', 'time']",6,0.9523734478776275,akun
ArYe Venky,bagaimana aplikasi bagaimana blanjanya ngebuka barang dpilih loading terusngak kebuka buka,1,1,3.3.2,2016-03-12 22:35:33,Negative,"['aplikasi', 'blanjanya', 'ngebuka', 'barang', 'dpilih', 'loading', 'kebuka', 'buka']",9,0.6163581468125019,error
purwanto hadi,melanjutkan pembayaran muncul koneksi server bermasalah pakai speedy,1,0,3.3.2,2016-03-12 11:21:30,Negative,"['melanjutkan', 'pembayaran', 'muncul', 'koneksi', 'server', 'bermasalah', 'pakai', 'speedy']",7,0.6739269509899506,app performance
Adhi Wibawa,login versi muncul requested rejected please consult support close message,2,0,missing,2016-03-11 23:52:41,Negative,"['login', 'versi', 'muncul', 'requested', 'please', 'consult', 'support', 'message']",6,0.5067063629110669,akun
hedi suanto,habis update aplikasi loading versi belanja vouchernya enggak masuk betulkan dong,1,0,3.3.2,2016-03-11 16:31:44,Negative,"['habis', 'aplikasi', 'loading', 'belanja', 'vouchernya', 'masuk', 'betulkan']",9,0.08064689618858618,error
ikhwan bin mujur,lihat detailnya lemot sampai subuh,1,0,3.3.2,2016-03-11 10:10:27,Negative,"['detailnya', 'subuh']",9,0.9523416212231124,error
Marcell Chandra,bayar error,1,0,missing,2016-03-09 07:25:54,Negative,"['bayar', 'error']",7,6.90054565491096e-06,app performance
HERLAMBANG,pengiriman lama,2,0,3.3.2,2016-03-08 23:23:18,Negative,['pengiriman'],4,0.9090737621325894,order
Henry Gunawan,aplikasi dipakai mencari klik barang dipilih loading forever,1,1,3.3.2,2016-03-07 14:57:45,Negative,"['aplikasi', 'dipakai', 'mencari', 'klik', 'barang', 'dipilih', 'loading']",9,0.5379044514856275,error
Eki Sagita,benarkan loading produknya kagak update,1,0,3.3.2,2016-03-07 13:57:09,Negative,"['benarkan', 'loading', 'kagak', 'update']",8,0.6341044079755405,iklan
Elvan O,sinyal diakses loading,1,0,3.3.2,2016-03-07 00:15:27,Negative,"['sinyal', 'diakses', 'loading']",6,0.9677285912757022,akun
Catur Prawoso,online shop doang server lemot munculin daftar produk sampai menit,2,0,3.3.2,2016-03-05 22:05:43,Negative,"['online', 'shop', 'doang', 'server', 'lemot', 'munculin', 'daftar', 'produk', 'menit']",9,0.9890028496655012,error
A Google user,belanja aplikasi opsi pembayaran lengkap saku transaksi kedepannya,2,0,3.3.2,2016-03-05 10:16:23,Negative,"['belanja', 'aplikasi', 'opsi', 'pembayaran', 'lengkap', 'saku', 'transaksi', 'kedepannya']",4,0.30455482447388504,order
Wibu Gaming,versi login muncul password salah padahal sukses login lancar gal aplikasi password pastikan terima kasih,1,0,3.3.2,2016-03-04 18:00:47,Negative,"['versi', 'login', 'muncul', 'password', 'salah', 'sukses', 'lancar', 'gal', 'aplikasi', 'password', 'pastikan', 'terima', 'kasih']",6,0.9923616144784401,akun
Vinod Daryanani,promo bakmi mewah iklan media order stok habis seminggu order proses strategi bait switch,1,2,3.3.2,2016-03-02 14:38:43,Negative,"['promo', 'bakmi', 'mewah', 'iklan', 'media', 'order', 'stok', 'habis', 'seminggu', 'order', 'proses', 'strategi', 'bait', 'switch']",0,0.8184995471577389,barang
neri lestari,login eror sinyal full,1,1,3.3.2,2016-03-01 12:32:13,Negative,"['login', 'eror', 'sinyal']",6,0.0748905520832127,akun
Candra Widiarso,pengiriman lambat status menunggu penjemputan kurir order,1,1,3.3.2,2016-02-29 13:49:37,Negative,"['pengiriman', 'lambat', 'status', 'menunggu', 'penjemputan', 'kurir', 'order']",4,0.985913779887788,order
